index,league,player_id,salary,season,season_end,season_start,team
8524,NBA,mercero01,5520000,2000-01,2001,2000,Chicago Bulls
8525,NBA,mercero01,6750000,2001-02,2002,2001,Chicago Bulls
8526,NBA,mercero01,6750000,2002-03,2003,2002,Indiana Pacers
8527,NBA,mercero01,6750000,2003-04,2004,2003,San Antonio Spurs
8528,NBA,mercero01,1600000,2004-05,2005,2004,New Jersey Nets
8529,NBA,mercero01,1760000,2005-06,2006,2005,New Jersey Nets
8530,NBA,meriwjo01,225000,1984-85,1985,1984,Kansas City Kings
8531,NBA,meyerlo01,556000,1995-96,1996,1995,Dallas Mavericks
8532,NBA,meyerlo01,639000,1996-97,1997,1996,Phoenix Suns
8533,NBA,meyerlo01,722760,1997-98,1998,1997,Phoenix Suns
8534,NBA,meyerlo01,450000,1998-99,1999,1998,Denver Nuggets
8535,NBA,mickejo01,1200000,2015-16,2016,2015,Boston Celtics
8536,NBA,mickejo01,1223653,2016-17,2017,2016,Boston Celtics
8537,NBA,mickejo01,1471382,2017-18,2018,2017,Miami Heat
8538,NBA,middlkh01,473604,2012-13,2013,2012,Detroit Pistons
8539,NBA,middlkh01,788872,2013-14,2014,2013,Milwaukee Bucks
8540,NBA,middlkh01,915243,2014-15,2015,2014,Milwaukee Bucks
8541,NBA,middlkh01,15000000,2015-16,2016,2015,Milwaukee Bucks
8542,NBA,middlkh01,15200000,2016-17,2017,2016,Milwaukee Bucks
8543,NBA,middlkh01,14100000,2017-18,2018,2017,Milwaukee Bucks
8544,NBA,mihmch01,1923600,2000-01,2001,2000,Cleveland Cavaliers
8545,NBA,mihmch01,2067960,2001-02,2002,2001,Cleveland Cavaliers
8546,NBA,mihmch01,2212200,2002-03,2003,2002,Cleveland Cavaliers
8547,NBA,mihmch01,2809494,2003-04,2004,2003,Boston Celtics
8548,NBA,mihmch01,3371393,2004-05,2005,2004,Los Angeles Lakers
8549,NBA,mihmch01,3792817,2005-06,2006,2005,Los Angeles Lakers
8550,NBA,mihmch01,4214241,2006-07,2007,2006,Los Angeles Lakers
8551,NBA,mihmch01,2500000,2007-08,2008,2007,Los Angeles Lakers
8552,NBA,mihmch01,2500000,2008-09,2009,2008,Memphis Grizzlies
8553,NBA,milesaa01,155614,2005-06,2006,2005,Golden State Warriors
8554,NBA,milescj01,398762,2005-06,2006,2005,Utah Jazz
8555,NBA,milescj01,664209,2006-07,2007,2006,Utah Jazz
8556,NBA,milescj01,770610,2007-08,2008,2007,Utah Jazz
8557,NBA,milescj01,3700000,2008-09,2009,2008,Utah Jazz
8558,NBA,milescj01,3700000,2009-10,2010,2009,Utah Jazz
8559,NBA,milescj01,3700000,2010-11,2011,2010,Utah Jazz
8560,NBA,milescj01,3700000,2011-12,2012,2011,Utah Jazz
8561,NBA,milescj01,2225000,2012-13,2013,2012,Cleveland Cavaliers
8562,NBA,milescj01,2225000,2013-14,2014,2013,Cleveland Cavaliers
8563,NBA,milescj01,4205000,2014-15,2015,2014,Indiana Pacers
8564,NBA,milescj01,4394225,2015-16,2016,2015,Indiana Pacers
8565,NBA,milescj01,4583450,2016-17,2017,2016,Indiana Pacers
8566,NBA,milescj01,7936509,2017-18,2018,2017,Toronto Raptors
8567,NBA,milesda01,2841720,2000-01,2001,2000,Los Angeles Clippers
8568,NBA,milesda01,3054840,2001-02,2002,2001,Los Angeles Clippers
8569,NBA,milesda01,3267960,2002-03,2003,2002,Cleveland Cavaliers
8570,NBA,milesda01,4130701,2003-04,2004,2003,Cleveland Cavaliers
8571,NBA,milesda01,6750000,2004-05,2005,2004,Portland Trail Blazers
8572,NBA,milesda01,7250000,2005-06,2006,2005,Portland Trail Blazers
8573,NBA,milesda01,7750000,2006-07,2007,2006,Portland Trail Blazers
8574,NBA,milesda01,8250000,2007-08,2008,2007,Portland Trail Blazers
8575,NBA,milesda01,9000000,2008-09,2009,2008,Portland Trail Blazers
8576,NBA,milesda01,704752,2008-09,2009,2008,Memphis Grizzlies
8577,NBA,milesda01,9000000,2009-10,2010,2009,Portland Trail Blazers
8578,NBA,milicma01,242000,1997-98,1998,1997,Philadelphia 76ers
8579,NBA,milicma01,350000,1998-99,1999,1998,Phoenix Suns
8580,NBA,milicda01,3595800,2003-04,2004,2003,Detroit Pistons
8581,NBA,milicda01,3865440,2004-05,2005,2004,Detroit Pistons
8582,NBA,milicda01,4135200,2005-06,2006,2005,Detroit Pistons
8583,NBA,milicda01,5218622,2006-07,2007,2006,Orlando Magic
8584,NBA,milicda01,6500000,2007-08,2008,2007,Memphis Grizzlies
8585,NBA,milicda01,7020000,2008-09,2009,2008,Memphis Grizzlies
8586,NBA,milicda01,7500000,2009-10,2010,2009,Minnesota Timberwolves
8587,NBA,milicda01,4325000,2010-11,2011,2010,Minnesota Timberwolves
8588,NBA,milicda01,4776500,2011-12,2012,2011,Minnesota Timberwolves
8589,NBA,milicda01,5228000,2012-13,2013,2012,Minnesota Timberwolves
8590,NBA,milicda01,159080,2012-13,2013,2012,Boston Celtics
8591,NBA,millean02,1682280,1999-00,2000,1999,Cleveland Cavaliers
8592,NBA,millean02,1808400,2000-01,2001,2000,Cleveland Cavaliers
8593,NBA,millean02,1934520,2001-02,2002,2001,Cleveland Cavaliers
8594,NBA,millean02,2460709,2002-03,2003,2002,Los Angeles Clippers
8595,NBA,millean02,8000000,2003-04,2004,2003,Denver Nuggets
8596,NBA,millean02,7366667,2004-05,2005,2004,Denver Nuggets
8597,NBA,millean02,8100000,2005-06,2006,2005,Denver Nuggets
8598,NBA,millean02,8733333,2006-07,2007,2006,Philadelphia 76ers
8599,NBA,millean02,9366666,2007-08,2008,2007,Philadelphia 76ers
8600,NBA,millean02,10333334,2008-09,2009,2008,Philadelphia 76ers
8601,NBA,millean02,6730800,2009-10,2010,2009,Portland Trail Blazers
8602,NBA,millean02,7269264,2010-11,2011,2010,Portland Trail Blazers
8603,NBA,millean02,7807728,2011-12,2012,2011,Denver Nuggets
8604,NBA,millean02,5000000,2012-13,2013,2012,Denver Nuggets
8605,NBA,millean02,5000000,2013-14,2014,2013,Denver Nuggets
8606,NBA,millean02,4625000,2014-15,2015,2014,Sacramento Kings
8607,NBA,millean02,1499187,2015-16,2016,2015,Minnesota Timberwolves
8608,NBA,millean02,396844,2015-16,2016,2015,San Antonio Spurs
8609,NBA,millean01,150000,1994-95,1995,1994,Los Angeles Lakers
8610,NBA,millean01,550000,1995-96,1996,1995,Los Angeles Lakers
8611,NBA,millean01,272250,1997-98,1998,1997,Atlanta Hawks
8612,NBA,millean01,475000,1998-99,1999,1998,Houston Rockets
8613,NBA,millean01,30000,1999-00,2000,1999,Houston Rockets
8614,NBA,millean01,40000,2000-01,2001,2000,Atlanta Hawks
8615,NBA,millean01,34118,2004-05,2005,2004,Atlanta Hawks
8616,NBA,millebr01,287500,1998-99,1999,1998,Charlotte Hornets
8617,NBA,millebr01,385000,1999-00,2000,1999,Charlotte Hornets
8618,NBA,millebr01,4000000,2000-01,2001,2000,Chicago Bulls
8619,NBA,millebr01,4400000,2001-02,2002,2001,Chicago Bulls
8620,NBA,millebr01,4800000,2002-03,2003,2002,Indiana Pacers
8621,NBA,millebr01,7000000,2003-04,2004,2003,Sacramento Kings
8622,NBA,millebr01,7875000,2004-05,2005,2004,Sacramento Kings
8623,NBA,millebr01,8750000,2005-06,2006,2005,Sacramento Kings
8624,NBA,millebr01,9625000,2006-07,2007,2006,Sacramento Kings
8625,NBA,millebr01,10500000,2007-08,2008,2007,Sacramento Kings
8626,NBA,millebr01,11375000,2008-09,2009,2008,Chicago Bulls
8627,NBA,millebr01,12250000,2009-10,2010,2009,Chicago Bulls
8628,NBA,millebr01,4400000,2010-11,2011,2010,Houston Rockets
8629,NBA,millebr01,4752000,2011-12,2012,2011,Minnesota Timberwolves
8630,NBA,millebr01,848000,2012-13,2013,2012,Phoenix Suns
8631,NBA,milleda01,473604,2012-13,2013,2012,New Orleans Hornets
8632,NBA,milleda01,788872,2013-14,2014,2013,New Orleans Pelicans
8633,NBA,milleda01,400000,2014-15,2015,2014,New Orleans Pelicans
8634,NBA,milleda01,2100000,2017-18,2018,2017,New Orleans Pelicans
8635,NBA,millemi01,2320080,2000-01,2001,2000,Orlando Magic
8636,NBA,millemi01,2494080,2001-02,2002,2001,Orlando Magic
8637,NBA,millemi01,2668080,2002-03,2003,2002,Orlando Magic
8638,NBA,millemi01,3380457,2003-04,2004,2003,Memphis Grizzlies
8639,NBA,millemi01,6000000,2004-05,2005,2004,Memphis Grizzlies
8640,NBA,millemi01,6750000,2005-06,2006,2005,Memphis Grizzlies
8641,NBA,millemi01,7623813,2006-07,2007,2006,Memphis Grizzlies
8642,NBA,millemi01,8376194,2007-08,2008,2007,Memphis Grizzlies
8643,NBA,millemi01,9028575,2008-09,2009,2008,Minnesota Timberwolves
8644,NBA,millemi01,9750000,2009-10,2010,2009,Washington Wizards
8645,NBA,millemi01,5000000,2010-11,2011,2010,Miami Heat
8646,NBA,millemi01,5400000,2011-12,2012,2011,Miami Heat
8647,NBA,millemi01,5800000,2012-13,2013,2012,Miami Heat
8648,NBA,millemi01,1399507,2013-14,2014,2013,Memphis Grizzlies
8649,NBA,millemi01,6600000,2014-15,2015,2014,Miami Heat
8650,NBA,millemi01,2732000,2014-15,2015,2014,Cleveland Cavaliers
8651,NBA,millemi01,2854940,2015-16,2016,2015,Portland Trail Blazers
8652,NBA,millemi01,1499187,2015-16,2016,2015,Denver Nuggets
8653,NBA,millemi01,3500000,2016-17,2017,2016,Denver Nuggets
8654,NBA,milleol01,517000,1992-93,1993,1992,Phoenix Suns
8655,NBA,milleol01,672000,1993-94,1994,1993,Phoenix Suns
8656,NBA,milleol01,1540000,1994-95,1995,1994,Detroit Pistons
8657,NBA,milleol01,2372000,1995-96,1996,1995,Toronto Raptors
8658,NBA,milleol01,247500,1996-97,1997,1996,Dallas Mavericks
8659,NBA,milleol01,600000,1998-99,1999,1998,Sacramento Kings
8660,NBA,milleol01,510000,1999-00,2000,1999,Phoenix Suns
8661,NBA,milleol01,686838,2003-04,2004,2003,Minnesota Timberwolves
8662,NBA,millequ01,473604,2012-13,2013,2012,Denver Nuggets
8663,NBA,millequ01,788872,2013-14,2014,2013,Denver Nuggets
8664,NBA,millequ01,150000,2014-15,2015,2014,Denver Nuggets
8665,NBA,millequ01,107676,2014-15,2015,2014,Sacramento Kings
8666,NBA,millequ01,107676,2014-15,2015,2014,Detroit Pistons
8667,NBA,millequ01,50000,2015-16,2016,2015,Brooklyn Nets
8668,NBA,millere01,254000,1987-88,1988,1987,Indiana Pacers
8669,NBA,millere01,404000,1988-89,1989,1988,Indiana Pacers
8670,NBA,millere01,654000,1990-91,1991,1990,Indiana Pacers
8671,NBA,millere01,3211000,1991-92,1992,1991,Indiana Pacers
8672,NBA,millere01,3211000,1992-93,1993,1992,Indiana Pacers
8673,NBA,millere01,3011000,1993-94,1994,1993,Indiana Pacers
8674,NBA,millere01,3210500,1994-95,1995,1994,Indiana Pacers
8675,NBA,millere01,3211000,1995-96,1996,1995,Indiana Pacers
8676,NBA,millere01,11250000,1996-97,1997,1996,Indiana Pacers
8677,NBA,millere01,9031850,1997-98,1998,1997,Indiana Pacers
8678,NBA,millere01,6781000,1998-99,1999,1998,Indiana Pacers
8679,NBA,millere01,9031850,1999-00,2000,1999,Indiana Pacers
8680,NBA,millere01,10670000,2000-01,2001,2000,Indiana Pacers
8681,NBA,millere01,12045075,2001-02,2002,2001,Indiana Pacers
8682,NBA,millere01,12046473,2002-03,2003,2002,Indiana Pacers
8683,NBA,millere01,5000000,2003-04,2004,2003,Indiana Pacers
8684,NBA,millere01,5500000,2004-05,2005,2004,Indiana Pacers
8685,NBA,millere01,6000000,2005-06,2006,2005,Indiana Pacers
8686,NBA,millsch01,650000,1993-94,1994,1993,Cleveland Cavaliers
8687,NBA,millsch01,845000,1994-95,1995,1994,Cleveland Cavaliers
8688,NBA,millsch01,1040000,1995-96,1996,1995,Cleveland Cavaliers
8689,NBA,millsch01,1235000,1996-97,1997,1996,Cleveland Cavaliers
8690,NBA,millsch01,3000000,1997-98,1998,1997,New York Knicks
8691,NBA,millsch01,3600000,1998-99,1999,1998,Golden State Warriors
8692,NBA,millsch01,4200000,1999-00,2000,1999,Golden State Warriors
8693,NBA,millsch01,4800000,2000-01,2001,2000,Golden State Warriors
8694,NBA,millsch01,5400000,2001-02,2002,2001,Golden State Warriors
8695,NBA,millsch01,6000000,2002-03,2003,2002,Golden State Warriors
8696,NBA,millsch01,6600000,2003-04,2004,2003,Boston Celtics
8697,NBA,millspa02,457588,2009-10,2010,2009,Portland Trail Blazers
8698,NBA,millspa02,937195,2010-11,2011,2010,Portland Trail Blazers
8699,NBA,millspa02,1085120,2012-13,2013,2012,San Antonio Spurs
8700,NBA,millspa02,1133950,2013-14,2014,2013,San Antonio Spurs
8701,NBA,millspa02,3842105,2014-15,2015,2014,San Antonio Spurs
8702,NBA,millspa02,3578947,2015-16,2016,2015,San Antonio Spurs
8703,NBA,millspa02,3578948,2016-17,2017,2016,San Antonio Spurs
8704,NBA,millspa02,10714286,2017-18,2018,2017,San Antonio Spurs
8705,NBA,millste01,600000,1990-91,1991,1990,New Jersey Nets
8706,NBA,millste01,850000,1991-92,1992,1991,New Jersey Nets
8707,NBA,millste01,1337000,1992-93,1993,1992,Detroit Pistons
8708,NBA,millste01,1614000,1993-94,1994,1993,Detroit Pistons
8709,NBA,millste01,1897000,1994-95,1995,1994,Detroit Pistons
8710,NBA,millste01,2177000,1995-96,1996,1995,Detroit Pistons
8711,NBA,millste01,2457000,1996-97,1997,1996,Detroit Pistons
8712,NBA,millste01,1000000,1997-98,1998,1997,Miami Heat
8713,NBA,millste01,1145000,1998-99,1999,1998,Miami Heat
8714,NBA,millste01,510000,1999-00,2000,1999,Detroit Pistons
8715,NBA,millste01,1400000,2000-01,2001,2000,Dallas Mavericks
8716,NBA,millste01,1000000,2000-01,2001,2000,Indiana Pacers
8717,NBA,millsel01,241731,2014-15,2015,2014,Utah Jazz
8718,NBA,millsel01,362878,2015-16,2016,2015,Utah Jazz
8719,NBA,millsel01,23069,2016-17,2017,2016,Phoenix Suns
8720,NBA,millspa01,625000,2006-07,2007,2006,Utah Jazz
8721,NBA,millspa01,687456,2007-08,2008,2007,Utah Jazz
8722,NBA,millspa01,797581,2008-09,2009,2008,Utah Jazz
8723,NBA,millspa01,7692932,2009-10,2010,2009,Utah Jazz
8724,NBA,millspa01,7600000,2010-11,2011,2010,Utah Jazz
8725,NBA,millspa01,8103435,2011-12,2012,2011,Utah Jazz
8726,NBA,millspa01,8603633,2012-13,2013,2012,Utah Jazz
8727,NBA,millspa01,9500000,2013-14,2014,2013,Atlanta Hawks
8728,NBA,millspa01,9500000,2014-15,2015,2014,Atlanta Hawks
8729,NBA,millspa01,19000000,2015-16,2016,2015,Atlanta Hawks
8730,NBA,millspa01,20072033,2016-17,2017,2016,Atlanta Hawks
8731,NBA,millspa01,31269231,2017-18,2018,2017,Denver Nuggets
8732,NBA,minerha01,912000,1992-93,1993,1992,Miami Heat
8733,NBA,minerha01,1186000,1993-94,1994,1993,Miami Heat
8734,NBA,minerha01,1459000,1994-95,1995,1994,Miami Heat
8735,NBA,minerha01,1733000,1995-96,1996,1995,Cleveland Cavaliers
8736,NBA,mingya01,3858240,2002-03,2003,2002,Houston Rockets
8737,NBA,mingya01,4147560,2003-04,2004,2003,Houston Rockets
8738,NBA,mingya01,4436880,2004-05,2005,2004,Houston Rockets
8739,NBA,mingya01,5594906,2005-06,2006,2005,Houston Rockets
8740,NBA,mingya01,12455000,2006-07,2007,2006,Houston Rockets
8741,NBA,mingya01,13762775,2007-08,2008,2007,Houston Rockets
8742,NBA,mingya01,15070550,2008-09,2009,2008,Houston Rockets
8743,NBA,mingya01,16378325,2009-10,2010,2009,Houston Rockets
8744,NBA,mingya01,17686100,2010-11,2011,2010,Houston Rockets
8745,NBA,minnidi01,75000,1985-86,1986,1985,Cleveland Cavaliers
8746,NBA,minnidi01,100000,1987-88,1988,1987,Boston Celtics
8747,NBA,minorgr01,250000,1994-95,1995,1994,Boston Celtics
8748,NBA,minorgr01,325000,1995-96,1996,1995,Boston Celtics
8749,NBA,minorgr01,1800000,1996-97,1997,1996,Boston Celtics
8750,NBA,minorgr01,2160000,1997-98,1998,1997,Boston Celtics
8751,NBA,minorgr01,2520000,1998-99,1999,1998,Boston Celtics
8752,NBA,minorgr01,2880000,1999-00,2000,1999,Boston Celtics
8753,NBA,minorgr01,3240000,2000-01,2001,2000,Boston Celtics
8754,NBA,mirotni01,5305000,2014-15,2015,2014,Chicago Bulls
8755,NBA,mirotni01,5543725,2015-16,2016,2015,Chicago Bulls
8756,NBA,mirotni01,5782450,2016-17,2017,2016,Chicago Bulls
8757,NBA,mirotni01,12500000,2017-18,2018,2017,New Orleans Pelicans
8758,NBA,miskija01,15982,1999-00,2000,1999,Charlotte Hornets
8759,NBA,mitchdo01,2621280,2017-18,2018,2017,Utah Jazz
8760,NBA,mitchmi01,790000,1984-85,1985,1984,San Antonio Spurs
8761,NBA,mitchmi01,700000,1985-86,1986,1985,San Antonio Spurs
8762,NBA,mitchmi01,750000,1987-88,1988,1987,San Antonio Spurs
8763,NBA,mitchsa01,500000,1990-91,1991,1990,Minnesota Timberwolves
8764,NBA,mitchsa01,630000,1991-92,1992,1991,Minnesota Timberwolves
8765,NBA,mitchsa01,575000,1992-93,1993,1992,Indiana Pacers
8766,NBA,mitchsa01,715000,1993-94,1994,1993,Indiana Pacers
8767,NBA,mitchsa01,850000,1994-95,1995,1994,Indiana Pacers
8768,NBA,mitchsa01,1000000,1995-96,1996,1995,Minnesota Timberwolves
8769,NBA,mitchsa01,1200000,1996-97,1997,1996,Minnesota Timberwolves
8770,NBA,mitchsa01,1400000,1997-98,1998,1997,Minnesota Timberwolves
8771,NBA,mitchsa01,2000000,1999-00,2000,1999,Minnesota Timberwolves
8772,NBA,mitchsa01,2370000,2000-01,2001,2000,Minnesota Timberwolves
8773,NBA,mitchsa01,1000000,2001-02,2002,2001,Minnesota Timberwolves
8774,NBA,mitchto02,816482,2014-15,2015,2014,Phoenix Suns
8775,NBA,moblecu01,287500,1998-99,1999,1998,Houston Rockets
8776,NBA,moblecu01,385000,1999-00,2000,1999,Houston Rockets
8777,NBA,moblecu01,3920000,2000-01,2001,2000,Houston Rockets
8778,NBA,moblecu01,4413375,2001-02,2002,2001,Houston Rockets
8779,NBA,moblecu01,4903750,2002-03,2003,2002,Houston Rockets
8780,NBA,moblecu01,5394125,2003-04,2004,2003,Houston Rockets
8781,NBA,moblecu01,5884500,2004-05,2005,2004,Orlando Magic
8782,NBA,moblecu01,7200000,2005-06,2006,2005,Los Angeles Clippers
8783,NBA,moblecu01,8125000,2006-07,2007,2006,Los Angeles Clippers
8784,NBA,moblecu01,8350000,2007-08,2008,2007,Los Angeles Clippers
8785,NBA,moblecu01,9100000,2008-09,2009,2008,New York Knicks
8786,NBA,moblecu01,9500000,2009-10,2010,2009,New York Knicks
8787,NBA,mobleer01,620000,1994-95,1995,1994,Milwaukee Bucks
8788,NBA,mobleer01,1328000,1995-96,1996,1995,Vancouver Grizzlies
8789,NBA,mobleer01,992000,1996-97,1997,1996,Vancouver Grizzlies
8790,NBA,mobleer01,1178000,1997-98,1998,1997,Vancouver Grizzlies
8791,NBA,mohamna01,535000,1998-99,1999,1998,Philadelphia 76ers
8792,NBA,mohamna01,690960,1999-00,2000,1999,Philadelphia 76ers
8793,NBA,mohamna01,739080,2000-01,2001,2000,Philadelphia 76ers
8794,NBA,mohamna01,4500000,2001-02,2002,2001,Atlanta Hawks
8795,NBA,mohamna01,4750000,2002-03,2003,2002,Atlanta Hawks
8796,NBA,mohamna01,5000000,2003-04,2004,2003,Atlanta Hawks
8797,NBA,mohamna01,5250000,2004-05,2005,2004,New York Knicks
8798,NBA,mohamna01,5500000,2005-06,2006,2005,San Antonio Spurs
8799,NBA,mohamna01,5215000,2006-07,2007,2006,Detroit Pistons
8800,NBA,mohamna01,5632200,2007-08,2008,2007,Charlotte Bobcats
8801,NBA,mohamna01,6049400,2008-09,2009,2008,Charlotte Bobcats
8802,NBA,mohamna01,6466600,2009-10,2010,2009,Charlotte Bobcats
8803,NBA,mohamna01,6883800,2010-11,2011,2010,Oklahoma City Thunder
8804,NBA,mohamna01,3750000,2011-12,2012,2011,Oklahoma City Thunder
8805,NBA,mohamna01,1352181,2012-13,2013,2012,Chicago Bulls
8806,NBA,mohamna01,1399507,2013-14,2014,2013,Chicago Bulls
8807,NBA,mohamna01,1448490,2014-15,2015,2014,Chicago Bulls
8808,NBA,mohamna01,352750,2015-16,2016,2015,Oklahoma City Thunder
8809,NBA,moisoje01,1461960,2000-01,2001,2000,Boston Celtics
8810,NBA,moisoje01,1571640,2001-02,2002,2001,Charlotte Hornets
8811,NBA,moisoje01,1681200,2002-03,2003,2002,New Orleans Hornets
8812,NBA,moisoje01,1600000,2003-04,2004,2003,Toronto Raptors
8813,NBA,moisoje01,1760000,2004-05,2005,2004,Toronto Raptors
8814,NBA,mokespa01,345000,1984-85,1985,1984,Milwaukee Bucks
8815,NBA,mokespa01,370000,1985-86,1986,1985,Milwaukee Bucks
8816,NBA,mokespa01,350000,1987-88,1988,1987,Milwaukee Bucks
8817,NBA,mokespa01,375000,1988-89,1989,1988,Milwaukee Bucks
8818,NBA,mokespa01,100000,1990-91,1991,1990,Golden State Warriors
8819,NBA,moncrsi01,884000,1984-85,1985,1984,Milwaukee Bucks
8820,NBA,moncrsi01,884000,1985-86,1986,1985,Milwaukee Bucks
8821,NBA,moncrsi01,784000,1987-88,1988,1987,Milwaukee Bucks
8822,NBA,moncrsi01,1100000,1988-89,1989,1988,Milwaukee Bucks
8823,NBA,moncrsi01,510000,1990-91,1991,1990,Atlanta Hawks
8824,NBA,moniase01,1016400,2005-06,2006,2005,Portland Trail Blazers
8825,NBA,moniase01,100000,2006-07,2007,2006,Sacramento Kings
8826,NBA,monkma01,2904480,2017-18,2018,2017,Charlotte Hornets
8827,NBA,monrogr01,2798040,2010-11,2011,2010,Detroit Pistons
8828,NBA,monrogr01,3007920,2011-12,2012,2011,Detroit Pistons
8829,NBA,monrogr01,3217680,2012-13,2013,2012,Detroit Pistons
8830,NBA,monrogr01,4086454,2013-14,2014,2013,Detroit Pistons
8831,NBA,monrogr01,5479934,2014-15,2015,2014,Detroit Pistons
8832,NBA,monrogr01,16400000,2015-16,2016,2015,Milwaukee Bucks
8833,NBA,monrogr01,17100000,2016-17,2017,2016,Milwaukee Bucks
8834,NBA,monrogr01,16384175,2017-18,2018,2017,Phoenix Suns
8835,NBA,monrogr01,5000000,2017-18,2018,2017,Boston Celtics
8836,NBA,monroro01,217000,1991-92,1992,1991,Atlanta Hawks
8837,NBA,montrer01,800000,1994-95,1995,1994,Boston Celtics
8838,NBA,montrer01,1040000,1995-96,1996,1995,Boston Celtics
8839,NBA,montrer01,1280000,1996-97,1997,1996,Dallas Mavericks
8840,NBA,montrer01,1520000,1997-98,1998,1997,Philadelphia 76ers
8841,NBA,montrer01,1760000,1998-99,1999,1998,Detroit Pistons
8842,NBA,montrer01,2000000,1999-00,2000,1999,Detroit Pistons
8843,NBA,montrer01,2240000,2000-01,2001,2000,Detroit Pistons
8844,NBA,montrer01,2480000,2001-02,2002,2001,Toronto Raptors
8845,NBA,montrer01,2720000,2002-03,2003,2002,Toronto Raptors
8846,NBA,montrer01,2960000,2003-04,2004,2003,Toronto Raptors
8847,NBA,moonja01,427163,2007-08,2008,2007,Toronto Raptors
8848,NBA,moonja01,711517,2008-09,2009,2008,Miami Heat
8849,NBA,moonja01,2750000,2009-10,2010,2009,Cleveland Cavaliers
8850,NBA,moonja01,3000000,2010-11,2011,2010,Los Angeles Clippers
8851,NBA,mooreet01,473604,2011-12,2012,2011,Boston Celtics
8852,NBA,mooreet01,762195,2012-13,2013,2012,Orlando Magic
8853,NBA,mooreet01,884293,2013-14,2014,2013,Orlando Magic
8854,NBA,mooreet01,948163,2014-15,2015,2014,Chicago Bulls
8855,NBA,mooreet01,1015421,2015-16,2016,2015,Chicago Bulls
8856,NBA,mooreet01,8081363,2016-17,2017,2016,New Orleans Pelicans
8857,NBA,mooreet01,8445024,2017-18,2018,2017,New Orleans Pelicans
8858,NBA,moorejo01,200000,1984-85,1985,1984,San Antonio Spurs
8859,NBA,moorejo01,350000,1985-86,1986,1985,San Antonio Spurs
8860,NBA,mooremi01,460000,1999-00,2000,1999,Detroit Pistons
8861,NBA,mooremi01,2850000,2000-01,2001,2000,Detroit Pistons
8862,NBA,mooremi01,2531250,2001-02,2002,2001,Detroit Pistons
8863,NBA,mooremi01,2412500,2002-03,2003,2002,Detroit Pistons
8864,NBA,mooremi01,46642,2002-03,2003,2002,Boston Celtics
8865,NBA,mooremi01,513000,2003-04,2004,2003,New Jersey Nets
8866,NBA,mooremi01,870046,2004-05,2005,2004,Los Angeles Clippers
8867,NBA,mooremi01,1020000,2005-06,2006,2005,Seattle SuperSonics
8868,NBA,mooremi01,1071225,2006-07,2007,2006,New Jersey Nets
8869,NBA,mooremi01,5356000,2007-08,2008,2007,Sacramento Kings
8870,NBA,mooremi01,5632200,2008-09,2009,2008,Sacramento Kings
8871,NBA,mooremi01,2000000,2009-10,2010,2009,Sacramento Kings
8872,NBA,mooremi01,537952,2009-10,2010,2009,Golden State Warriors
8873,NBA,moorero01,75000,1987-88,1988,1987,Phoenix Suns
8874,NBA,mooretr01,250000,1992-93,1993,1992,Dallas Mavericks
8875,NBA,mooretr01,40000,1993-94,1994,1993,Detroit Pistons
8876,NBA,mooretr01,247500,1996-97,1997,1996,Houston Rockets
8877,NBA,moreler01,507336,2014-15,2015,2014,Sacramento Kings
8878,NBA,moreler01,845059,2015-16,2016,2015,Sacramento Kings
8879,NBA,moreler01,1739333,2017-18,2018,2017,Detroit Pistons
8880,NBA,mornida01,43000,1993-94,1994,1993,Dallas Mavericks
8881,NBA,morrich01,625000,1988-89,1989,1988,New Jersey Nets
8882,NBA,morrich01,750000,1990-91,1991,1990,New Jersey Nets
8883,NBA,morrich01,650000,1991-92,1992,1991,New Jersey Nets
8884,NBA,morrich01,1510000,1992-93,1993,1992,New Jersey Nets
8885,NBA,morrich01,1785000,1993-94,1994,1993,New Jersey Nets
8886,NBA,morrich01,2060000,1994-95,1995,1994,New Jersey Nets
8887,NBA,morrich01,2500000,1995-96,1996,1995,Utah Jazz
8888,NBA,morrich01,2500000,1996-97,1997,1996,Utah Jazz
8889,NBA,morrich01,3000000,1997-98,1998,1997,Utah Jazz
8890,NBA,morrich01,1000000,1998-99,1999,1998,Phoenix Suns
8891,NBA,morrida01,473604,2011-12,2012,2011,Los Angeles Lakers
8892,NBA,morrida01,962195,2012-13,2013,2012,Los Angeles Lakers
8893,NBA,morrida01,1046269,2013-14,2014,2013,Philadelphia 76ers
8894,NBA,morrida01,702756,2014-15,2015,2014,Brooklyn Nets
8895,NBA,morriis01,140000,1992-93,1993,1992,Detroit Pistons
8896,NBA,morrija01,193536,2017-18,2018,2017,Atlanta Hawks
8897,NBA,morrima03,1823280,2011-12,2012,2011,Houston Rockets
8898,NBA,morrima03,1959960,2012-13,2013,2012,Phoenix Suns
8899,NBA,morrima03,1987320,2013-14,2014,2013,Phoenix Suns
8900,NBA,morrima03,2943221,2014-15,2015,2014,Phoenix Suns
8901,NBA,morrima03,5000000,2015-16,2016,2015,Detroit Pistons
8902,NBA,morrima03,4625000,2016-17,2017,2016,Detroit Pistons
8903,NBA,morrima03,5000000,2017-18,2018,2017,Boston Celtics
8904,NBA,morrima02,1919160,2011-12,2012,2011,Phoenix Suns
8905,NBA,morrima02,2063040,2012-13,2013,2012,Phoenix Suns
